date,Australia,Austria,Bahrain,Belgium,Bermuda,Brazil,Canada,Channel Islands,Cyprus,Czech Republic,Denmark,EIRE,European Community,Finland,France,Germany,Greece,Hong Kong,Iceland,Israel,Italy,Japan,Korea,Lebanon,Lithuania,Malta,Netherlands,Nigeria,Norway,Poland,Portugal,RSA,Saudi Arabia,Singapore,Spain,Sweden,Switzerland,Thailand,USA,United Arab Emirates,United Kingdom,Unspecified,West Indies
2010-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8155,0,0
2010-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11558,0,0
2010-06-03,0,0,0,372,0,0,0,3,0,0,0,853,0,0,399,0,0,0,0,0,0,0,0,0,0,0,3708,0,0,0,0,0,0,0,0,0,0,0,0,0,12617,0,0
2010-06-04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,162,435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7574,0,0
2010-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13122,0,0
2010-06-07,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30773,0,0
2010-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,25358,0,0
2010-06-09,422,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,0,53,0,0,336,0,24112,0,0
2010-06-10,0,0,0,0,0,0,0,0,0,0,0,24,0,0,450,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9588,0,0
2010-06-11,0,0,0,0,0,0,0,0,0,0,750,858,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,19310,0,0
2010-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10728,0,0
2010-06-14,0,0,0,0,0,0,0,0,0,0,0,1523,0,0,816,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14373,0,0
2010-06-15,0,0,0,0,0,0,0,0,0,0,0,6128,0,0,0,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12004,0,0
2010-06-16,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,17888,0,0
2010-06-17,0,0,0,49,0,0,0,0,0,0,495,404,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11639,0,0
2010-06-18,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2763,0,0,0,0,0,0,0,0,0,0,0,0,0,6257,0,0
2010-06-20,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427,0,0
2010-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,0,0,10118,0,0
2010-06-22,0,0,0,0,0,0,0,0,100,0,0,145,0,0,319,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,150,0,0,0,0,0,0,0,1,0,6216,0,0
2010-06-23,240,0,0,163,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,14752,0,0
2010-06-24,0,0,0,0,0,0,0,500,0,0,2,257,0,0,325,1247,0,939,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,213,0,8133,0,0
2010-06-25,0,0,224,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7453,0,0
2010-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11139,0,0
2010-06-28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,137,0,0,0,0,9172,0,0,0,582,0,0,0,0,414,1786,0,1,0,29656,0,0
2010-06-29,0,0,0,1020,0,0,0,0,0,0,0,50,0,0,497,421,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,19252,0,0
2010-06-30,1618,0,0,12,0,0,0,0,0,0,0,501,0,0,564,781,120,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19007,0,0
2010-07-01,4,0,0,0,0,0,0,0,0,0,0,545,0,0,158,627,0,0,0,762,0,0,0,0,0,0,145,0,0,143,0,0,0,0,0,0,0,0,0,0,14274,0,0
2010-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,392,0,0,0,6119,0,0
2010-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5346,0,0
2010-07-05,0,0,0,0,0,0,0,0,0,0,0,149,0,0,509,256,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,15530,0,0
2010-07-06,48,0,0,92,0,0,0,0,0,0,164,232,0,0,292,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11147,0,0
2010-07-07,0,0,0,0,0,0,0,0,0,0,0,1891,0,0,263,307,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,12039,0,0
2010-07-08,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,9597,0,0
2010-07-09,0,0,0,0,0,0,0,0,0,0,0,7912,0,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5507,0,0
2010-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5850,0,0
2010-07-12,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9296,0,0
2010-07-13,0,0,0,0,0,0,0,0,0,0,0,1023,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8395,638,0
2010-07-14,2,0,0,0,0,0,0,0,0,0,0,927,0,0,0,2,0,0,0,0,0,0,0,0,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11165,639,0
2010-07-15,0,0,0,0,0,0,0,0,0,0,0,330,0,0,614,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,27051,0,0
2010-07-16,175,0,0,0,0,0,0,0,0,0,0,1084,0,0,0,2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10913,0,0
2010-07-18,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8328,0,0
2010-07-19,0,0,0,324,0,0,0,0,0,0,0,1,0,204,0,103,0,0,0,0,0,0,0,0,0,0,2330,0,0,0,0,0,0,0,0,2008,0,0,0,0,13599,0,0
2010-07-20,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,271,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11375,0,0
2010-07-21,0,0,0,186,0,0,0,7,0,0,0,1,0,0,10,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12276,0,0
2010-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,4,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,29,0,0,0,0,0,13566,0,0
2010-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,522,0,0,0,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11880,0,0
2010-07-25,0,0,0,161,0,0,0,1,0,0,0,54,0,0,76,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,130,0,0,0,11263,0,0
2010-07-26,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,810,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,13,0,0,0,15433,0,0
2010-07-27,0,0,0,0,0,0,0,0,0,0,0,263,0,0,216,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,179,505,0,0,0,0,13567,0,0
2010-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,602,0,0,0,0,0,12135,0,0
2010-07-29,0,0,0,100,0,0,0,0,0,0,0,1,0,0,135,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13610,0,0
2010-07-30,1,0,0,0,0,0,0,0,0,0,0,324,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,137,0,8143,0,0
2010-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9916,0,0
2010-08-02,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11929,0,0
2010-08-03,0,0,0,0,0,0,0,0,0,0,0,673,0,0,0,380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15448,0,0
2010-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,533,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,11651,0,0
2010-08-05,0,0,0,0,0,0,0,0,0,0,0,322,0,0,120,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16592,0,0
2010-08-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9800,0,0
2010-08-08,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7737,0,0
2010-08-09,0,0,0,0,0,0,0,0,0,0,371,192,0,0,87547,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,12301,0,0
2010-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11922,0,0,0,0,0,0,0,0,0,378,0,0,0,8239,0,0
2010-08-11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,170,0,2,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,7966,0,0
2010-08-12,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,18170,0,0
2010-08-13,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,426,0,0,0,0,17882,0,0
2010-08-15,0,0,0,0,0,0,0,0,0,0,0,759,0,0,282,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,16261,0,0
2010-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403,0,0,0,0,9409,0,0
2010-08-17,88,0,0,0,0,0,0,0,0,0,4,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,4144,0,0,0,0,0,0,0,0,0,0,0,0,0,13865,0,0
2010-08-18,0,0,0,0,0,0,0,0,0,0,0,8547,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047,0,0
2010-08-19,0,0,0,0,0,0,0,0,0,0,1067,1220,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1364,18677,0,0
2010-08-20,0,689,0,0,0,0,0,300,0,0,0,810,0,0,0,215,0,0,0,0,0,0,0,0,0,0,101,102,509,0,0,0,0,0,0,0,400,0,0,0,16505,0,0
2010-08-22,0,0,0,221,0,0,0,0,0,0,0,586,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,12743,0,0
2010-08-23,0,0,0,0,0,0,0,0,0,0,0,629,0,0,1162,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10647,0,395
2010-08-24,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,553,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,19729,0,0
2010-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,16706,0,0
2010-08-26,0,0,0,0,0,0,0,362,0,0,0,198,0,0,0,290,0,0,0,0,0,0,0,0,0,0,639,0,0,320,85,0,0,0,0,0,0,0,0,0,15799,0,0
2010-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6394,0,0
2010-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8791,0,0
2010-08-31,0,0,0,606,0,0,0,0,0,0,82,588,0,0,151,249,0,0,0,0,0,0,0,0,0,2,270,0,0,0,0,0,0,0,373,0,0,0,0,0,12052,0,0
2010-09-01,0,0,0,0,0,0,0,0,167,0,0,50,0,0,14,618,0,0,0,0,0,0,0,0,0,0,5098,0,0,0,4,0,0,0,0,0,0,0,0,557,6465,244,0
2010-09-02,20,389,0,0,0,0,0,0,0,0,0,342,0,0,939,101,0,0,0,0,0,0,0,0,0,0,3773,0,0,0,0,0,0,0,0,0,998,0,0,0,15688,0,0
2010-09-03,0,76,0,61,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,3,0,0,0,0,0,30445,0,0
2010-09-05,0,0,0,0,0,0,0,0,44,0,0,533,0,0,155,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6191,0,0
2010-09-06,0,0,0,0,0,0,0,367,0,0,0,129,0,0,286,195,0,0,0,0,0,0,0,0,0,0,0,0,0,236,690,0,0,1244,511,3052,0,0,0,0,9659,0,0
2010-09-07,0,0,0,0,0,0,0,0,0,0,0,641,0,0,179,150,0,0,0,0,0,0,0,0,0,0,432,0,0,123,0,0,0,0,0,0,0,0,0,0,14228,0,0
2010-09-08,0,23,0,0,0,0,0,0,0,0,0,568,0,0,157,241,0,0,0,0,386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8987,0,0
2010-09-09,0,0,0,170,0,0,0,0,0,0,0,12,0,390,1797,798,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9134,0,0
2010-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,384,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,10106,0,0
2010-09-12,0,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7656,1024,0
2010-09-13,0,0,0,0,0,0,0,0,0,0,0,880,0,0,2,710,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26864,0,0
2010-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,454,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,68,221,0,0,8,0,9927,0,0
2010-09-15,0,0,0,320,0,0,0,0,0,0,0,3968,0,0,1,1849,0,0,0,0,0,0,102,0,0,0,2917,0,0,0,0,0,0,0,340,0,107,0,0,0,12047,0,0
2010-09-16,0,946,0,0,0,0,0,0,0,0,0,723,0,0,53,66,0,0,0,0,0,0,0,0,0,0,0,0,619,0,312,0,0,0,0,1,0,0,0,0,12629,0,0
2010-09-17,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,0,0,0,928,0,0,0,0,0,10327,0,0
2010-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,12581,0,0
2010-09-20,273,0,0,100,0,0,0,0,291,0,0,1055,0,0,181,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23105,0,0
2010-09-21,0,0,0,0,0,189,0,1377,0,0,0,1975,0,0,0,327,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,33621,0,0
2010-09-22,0,0,0,0,0,0,0,600,0,0,0,0,0,0,342,0,146,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13212,0,0
2010-09-23,0,0,0,0,0,0,0,0,0,0,0,292,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19953,0,0
2010-09-24,0,0,0,0,0,0,0,652,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14552,0,0,0,8,0,0,0,0,0,0,0,0,0,12360,0,0
2010-09-26,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14134,0,0
2010-09-27,0,0,0,0,0,0,0,0,0,0,724,7783,0,373,0,707,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,118680,0,0
2010-09-28,0,0,0,1,0,0,0,0,0,0,0,1158,0,0,87167,506,0,0,0,0,0,0,0,0,0,0,493,0,0,0,8,0,0,0,0,0,0,0,0,0,21873,0,0
2010-09-29,0,0,0,0,0,0,0,0,0,0,0,435,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,253,0,0,0,0,19708,0,0
2010-09-30,0,0,0,0,0,0,0,645,0,0,0,1547,0,0,414,1142,0,0,0,0,0,0,0,0,0,0,1,0,0,6,39,0,0,0,0,0,251,0,0,0,21063,0,0
2010-10-01,0,43,0,0,0,0,0,856,0,0,0,0,0,360,0,224,0,0,0,0,1,0,0,0,0,0,3198,0,0,0,0,0,0,0,105,285,0,0,0,0,17252,0,0
2010-10-03,0,0,0,0,0,0,0,0,0,0,0,5463,0,0,738,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0,0,0,0,13327,0,0
2010-10-04,0,0,0,0,0,0,0,0,0,0,0,101,0,14,559,1006,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,21426,0,0
2010-10-05,0,0,0,0,0,0,0,2,0,0,0,393,0,0,86,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,134,0,0,0,0,0,33771,0,0
2010-10-06,0,0,0,35,0,0,0,0,0,0,0,473,0,0,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20846,0,0
2010-10-07,144,0,0,0,0,0,0,0,0,0,120,0,0,0,0,253,1753,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28395,0,0
2010-10-08,0,0,0,0,0,0,0,2,0,0,0,270,0,0,0,466,0,0,0,0,0,0,0,0,0,0,854,0,0,0,98,0,0,0,0,4347,196,0,0,0,35419,0,0
2010-10-10,160,0,0,0,0,0,0,0,253,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,10866,0,0
2010-10-11,0,0,0,0,0,0,0,12,0,0,164,774,0,0,3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0,279,19405,0,0
2010-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,129,0,28387,0,0
2010-10-13,863,0,0,245,0,0,0,0,0,0,0,176,0,315,515,210,0,0,0,0,0,0,0,0,0,0,12990,0,0,0,0,0,0,0,835,0,0,0,0,0,24361,0,0
2010-10-14,0,222,0,0,0,0,0,1,0,0,0,1731,0,0,2013,0,0,0,0,0,0,3199,0,0,0,0,50,0,0,0,0,0,0,0,2232,0,0,0,0,0,28260,0,0
2010-10-15,229,0,0,83,0,0,0,0,0,0,0,0,0,0,310,404,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,144,0,3082,0,0,0,18245,0,0
2010-10-17,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18656,0,0
2010-10-18,0,0,0,0,0,0,0,800,0,0,0,563,0,0,0,673,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,211,0,0,0,17917,0,0
2010-10-19,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0,1023,0,0,0,0,248,0,0,1,0,0,0,0,0,0,0,0,0,0,4464,0,0,0,0,0,23197,0,0
2010-10-20,134,0,0,0,0,0,0,0,0,0,0,132,0,0,500,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1,0,0,0,0,23087,0,0
2010-10-21,92,0,0,0,0,0,0,243,0,0,0,2568,0,0,5,9,5,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14653,0,0
2010-10-22,0,86,0,0,0,0,0,0,0,0,0,364,0,0,658,839,0,0,0,0,0,0,0,0,0,0,250,0,0,0,3,0,0,0,208,0,332,0,0,72,20884,0,0
2010-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14793,0,0
2010-10-25,0,0,0,75,0,0,0,0,0,0,5,579,0,0,14,366,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,13474,0,0
2010-10-26,259,0,0,0,0,0,671,0,0,0,0,1822,0,0,341,872,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,1088,593,0,0,72,20525,0,0
2010-10-27,0,0,192,0,0,0,0,0,0,0,0,2705,0,0,0,8,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,11947,0,0
2010-10-28,0,0,0,0,0,0,0,0,0,0,0,728,0,0,0,2,0,0,0,0,519,0,0,0,0,0,6,0,0,0,968,0,0,0,0,0,0,0,0,0,15416,0,0
2010-10-29,0,0,0,226,0,0,0,0,0,0,0,0,0,0,31,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,0,0,0,205,0,0,0,23032,0,0
2010-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15900,0,0
2010-11-01,0,0,0,0,0,0,0,337,0,0,0,667,0,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13439,0,0
2010-11-02,362,0,0,0,0,0,0,316,0,0,155,64,0,0,497,657,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,33,163,238,0,0,0,22710,0,0
2010-11-03,0,0,0,8,0,0,0,0,0,0,0,745,0,0,0,349,0,0,0,0,431,0,0,0,0,0,6718,0,1450,0,166,0,0,0,0,0,0,0,0,0,14377,0,0
2010-11-04,7,0,0,0,0,0,0,0,0,0,0,742,0,0,0,3581,0,0,0,0,0,24,0,0,683,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,55675,0,0
2010-11-05,0,123,0,0,0,0,0,0,0,0,570,2137,0,213,0,1894,0,0,0,0,0,24,0,0,0,0,0,0,1336,0,0,0,0,0,136,10,0,0,0,0,16170,106,0
2010-11-07,0,0,0,0,0,0,0,0,0,0,0,366,0,0,378,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,0,0
2010-11-08,0,0,0,0,0,0,223,0,0,0,1028,398,0,0,8,887,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,29595,0,0
2010-11-09,0,0,0,0,0,0,0,0,0,0,0,991,0,0,1187,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,4464,0,0,0,0,0,31873,0,0
2010-11-10,0,0,0,694,0,0,0,0,208,0,0,522,0,0,89,164,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,463,32802,0,0
2010-11-11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,313,0,0,0,0,0,10,0,0,0,0,0,872,0,0,0,730,0,0,0,0,0,0,0,0,0,33082,4,0
2010-11-12,0,535,0,63,0,0,0,0,0,0,0,673,0,0,241,882,0,0,0,0,0,0,0,0,0,0,49,0,77,568,0,0,0,0,0,0,0,0,0,0,20200,0,0
2010-11-14,0,0,0,0,0,0,0,528,0,0,0,0,0,0,504,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16553,0,0
2010-11-15,0,0,0,0,0,0,0,0,0,0,0,2585,0,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,234,0,34578,0,0
2010-11-16,12,0,0,0,0,0,0,0,0,0,24,3125,0,0,1450,525,0,0,0,0,0,0,0,0,0,0,113,0,0,0,408,0,0,0,0,0,3879,0,0,0,32628,0,0
2010-11-17,0,0,0,372,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,6,0,0,0,0,5258,0,0,0,19,0,0,0,0,0,0,0,0,0,22779,0,0
